exp_id,household_id,food_expense,education_expense,health_expense,transport_expense
EXP026400,HH026400,10275,6160,1049,6575
EXP026401,HH026401,2203,5156,186,842
EXP026402,HH026402,5759,7163,4420,5260
EXP026403,HH026403,6898,6941,2805,2445
EXP026404,HH026404,11297,5613,2647,6411
EXP026405,HH026405,3684,2304,2201,5826
EXP026406,HH026406,6172,3593,1193,5978
EXP026407,HH026407,7854,18,654,4863
EXP026408,HH026408,12448,1004,1871,1437
EXP026409,HH026409,11180,5792,3042,3926
EXP026410,HH026410,8476,5100,4224,5423
EXP026411,HH026411,4855,1404,3840,6667
EXP026412,HH026412,9489,6652,3569,5746
EXP026413,HH026413,10555,1335,3717,6445
EXP026414,HH026414,3538,6206,2475,2261
EXP026415,HH026415,2965,3513,4480,1815
EXP026416,HH026416,13370,6243,429,6347
EXP026417,HH026417,14474,680,492,2057
EXP026418,HH026418,11967,6273,3479,6483
EXP026419,HH026419,5314,518,3669,1652
EXP026420,HH026420,2787,7761,3956,3418
EXP026421,HH026421,10429,543,824,4185
EXP026422,HH026422,7131,6202,4607,3458
EXP026423,HH026423,7912,484,4021,3528
EXP026424,HH026424,7758,7445,4829,1031
EXP026425,HH026425,13385,6866,3212,4486
EXP026426,HH026426,6332,1036,993,5464
EXP026427,HH026427,9013,3049,1321,2435
EXP026428,HH026428,6355,5120,532,4980
EXP026429,HH026429,12801,7097,3312,2184
EXP026430,HH026430,13662,7619,205,5395
EXP026431,HH026431,12417,7555,4071,1989
EXP026432,HH026432,11851,1667,3678,1275
EXP026433,HH026433,8475,1777,2224,2456
EXP026434,HH026434,14497,342,1193,3166
EXP026435,HH026435,3937,2626,1324,1386
EXP026436,HH026436,9351,2201,4179,5003
EXP026437,HH026437,9079,6088,533,911
EXP026438,HH026438,5468,7144,2024,2450
EXP026439,HH026439,13093,5968,3255,3800
EXP026440,HH026440,13269,6180,4827,4042
EXP026441,HH026441,4411,4071,4734,4359
EXP026442,HH026442,6678,4326,1683,4806
EXP026443,HH026443,3237,1933,1688,6416
EXP026444,HH026444,2064,4061,3870,4548
EXP026445,HH026445,10930,1529,1569,1586
EXP026446,HH026446,6463,3210,3321,3713
EXP026447,HH026447,9029,3674,4908,5246
EXP026448,HH026448,12897,1517,92,4639
EXP026449,HH026449,9291,416,875,2295
EXP026450,HH026450,10607,4025,3592,972
EXP026451,HH026451,6091,860,2655,4374
EXP026452,HH026452,12012,6527,4523,1969
EXP026453,HH026453,2472,6978,1469,3554
EXP026454,HH026454,11117,883,2510,3100
EXP026455,HH026455,14824,5896,2948,2697
EXP026456,HH026456,11272,1841,929,1835
EXP026457,HH026457,10797,6236,4252,6061
EXP026458,HH026458,7286,5915,4309,3289
EXP026459,HH026459,4950,1061,3593,2015
EXP026460,HH026460,6212,5502,1529,1430
EXP026461,HH026461,6706,6006,792,1771
EXP026462,HH026462,3451,1021,2322,1687
EXP026463,HH026463,12305,3076,2590,3845
EXP026464,HH026464,6628,5151,3754,2373
EXP026465,HH026465,4334,6305,577,3186
EXP026466,HH026466,10174,6245,4803,4096
EXP026467,HH026467,6309,6954,3660,3775
EXP026468,HH026468,13393,6864,3176,4933
EXP026469,HH026469,7299,5331,4763,3845
EXP026470,HH026470,10199,6527,186,2000
EXP026471,HH026471,10278,2920,948,6891
EXP026472,HH026472,3012,3973,640,865
EXP026473,HH026473,5782,6271,4934,4266
EXP026474,HH026474,8065,1147,4743,1819
EXP026475,HH026475,14005,55,3397,3052
EXP026476,HH026476,4364,6529,2015,805
EXP026477,HH026477,8894,234,4195,3160
EXP026478,HH026478,9520,2463,4922,907
EXP026479,HH026479,13856,2337,1834,1598
EXP026480,HH026480,2224,1629,1727,2804
EXP026481,HH026481,10196,7539,4782,3320
EXP026482,HH026482,5992,3157,4188,3432
EXP026483,HH026483,11374,3495,2643,5369
EXP026484,HH026484,9038,344,2659,2805
EXP026485,HH026485,11105,2220,1024,4891
EXP026486,HH026486,6685,6065,1607,2933
EXP026487,HH026487,5389,1740,3564,1521
EXP026488,HH026488,10863,1505,3048,4272
EXP026489,HH026489,13074,381,3299,1457
EXP026490,HH026490,3814,2297,3581,3281
EXP026491,HH026491,3338,3084,16,3493
EXP026492,HH026492,2645,4514,4852,5905
EXP026493,HH026493,8365,1980,557,6875
EXP026494,HH026494,2268,2815,1973,5441
EXP026495,HH026495,13441,541,3815,5483
EXP026496,HH026496,13160,1503,2836,5988
EXP026497,HH026497,8484,38,2446,5000
EXP026498,HH026498,6032,5807,3053,4466
EXP026499,HH026499,3398,3844,601,3012
EXP026500,HH026500,8049,5089,4485,1237
EXP026501,HH026501,13430,6966,4367,5908
EXP026502,HH026502,4036,2639,1376,1726
EXP026503,HH026503,12971,4186,660,2169
EXP026504,HH026504,2287,6420,4236,1941
EXP026505,HH026505,10136,4702,2158,4553
EXP026506,HH026506,10670,1977,2963,5523
EXP026507,HH026507,6471,6133,4363,3107
EXP026508,HH026508,2552,3044,3608,1990
EXP026509,HH026509,5854,186,1606,2218
EXP026510,HH026510,8986,6708,2410,2700
EXP026511,HH026511,12240,2702,360,2085
EXP026512,HH026512,4111,2868,4284,2962
EXP026513,HH026513,2002,1581,2023,2687
EXP026514,HH026514,10662,7371,1974,2858
EXP026515,HH026515,12913,3044,2350,5781
EXP026516,HH026516,11904,3148,1526,5879
EXP026517,HH026517,3391,6998,3359,4093
EXP026518,HH026518,10190,1259,2487,4278
EXP026519,HH026519,6483,1345,3649,6751
EXP026520,HH026520,12545,3159,3327,1416
EXP026521,HH026521,3394,3946,3209,5607
EXP026522,HH026522,7564,6198,316,5995
EXP026523,HH026523,3051,1314,1455,4331
EXP026524,HH026524,6259,5108,4973,2438
EXP026525,HH026525,6736,4951,119,6767
EXP026526,HH026526,4326,4162,1405,2342
EXP026527,HH026527,11616,7124,3760,5148
EXP026528,HH026528,12806,2758,100,1603
EXP026529,HH026529,7204,1965,3293,3252
EXP026530,HH026530,4739,5710,3955,5844
EXP026531,HH026531,10348,482,1731,6134
EXP026532,HH026532,3566,673,1247,1258
EXP026533,HH026533,2546,7468,572,1857
EXP026534,HH026534,5184,5794,579,3167
EXP026535,HH026535,12098,3194,457,3839
EXP026536,HH026536,9728,7350,2263,3633
EXP026537,HH026537,9133,3661,3113,5563
EXP026538,HH026538,9353,4544,1067,686
EXP026539,HH026539,6978,5593,4529,3729
EXP026540,HH026540,13930,4278,3687,4991
EXP026541,HH026541,3184,5710,4301,800
EXP026542,HH026542,10366,7018,4512,5799
EXP026543,HH026543,9471,7982,4868,1058
EXP026544,HH026544,12169,1392,3177,5152
EXP026545,HH026545,7335,7146,3152,3000
EXP026546,HH026546,13362,4086,3594,4602
EXP026547,HH026547,10892,7945,1405,1346
EXP026548,HH026548,9213,1996,1110,4306
EXP026549,HH026549,4995,2244,3544,4175
EXP026550,HH026550,6627,6077,4116,705
EXP026551,HH026551,11343,4612,3470,2502
EXP026552,HH026552,5908,4052,2582,4996
EXP026553,HH026553,14700,4715,1267,3119
EXP026554,HH026554,12146,906,746,5424
EXP026555,HH026555,4308,1744,1866,1797
EXP026556,HH026556,5409,5928,4214,6830
EXP026557,HH026557,7388,2858,2966,6155
EXP026558,HH026558,13494,6640,1337,5937
EXP026559,HH026559,13976,5809,2091,5608
EXP026560,HH026560,2740,5420,1427,3832
EXP026561,HH026561,9123,2794,2380,4015
EXP026562,HH026562,4850,5830,2843,2552
EXP026563,HH026563,3442,7945,1909,6885
EXP026564,HH026564,12369,5372,2054,507
EXP026565,HH026565,8955,2955,3564,2814
EXP026566,HH026566,3264,7444,3937,4928
EXP026567,HH026567,4301,4835,1671,3185
EXP026568,HH026568,12113,750,1644,1750
EXP026569,HH026569,5515,6704,440,5091
EXP026570,HH026570,14362,7373,4926,3267
EXP026571,HH026571,14922,954,920,5951
EXP026572,HH026572,11524,1160,4308,4686
EXP026573,HH026573,7636,5074,3798,4890
EXP026574,HH026574,11463,52,182,5458
EXP026575,HH026575,9099,6543,2470,2086
EXP026576,HH026576,10635,140,4233,4633
EXP026577,HH026577,14747,2616,4040,5226
EXP026578,HH026578,13788,2288,3746,2288
EXP026579,HH026579,10641,6593,1199,4749
EXP026580,HH026580,7504,7096,3754,2979
EXP026581,HH026581,10089,1264,3201,5863
EXP026582,HH026582,13231,5609,999,1568
EXP026583,HH026583,4837,5698,1727,6193
EXP026584,HH026584,12687,4143,3990,4381
EXP026585,HH026585,13421,3673,2164,6289
EXP026586,HH026586,10809,2304,2800,3412
EXP026587,HH026587,2677,2217,846,5668
EXP026588,HH026588,13830,6704,892,1800
EXP026589,HH026589,12379,3848,1652,3280
EXP026590,HH026590,3865,4144,4395,6420
EXP026591,HH026591,10427,5566,2686,1347
EXP026592,HH026592,6539,159,3846,3018
EXP026593,HH026593,9286,3374,122,6660
EXP026594,HH026594,10827,7631,3769,5114
EXP026595,HH026595,6019,2724,1970,3924
EXP026596,HH026596,5949,7819,353,4165
EXP026597,HH026597,3335,2037,177,5113
EXP026598,HH026598,11662,5989,1062,1456
EXP026599,HH026599,5266,4834,4508,5129
EXP026600,HH026600,2114,1364,2894,2981
EXP026601,HH026601,7236,2218,2499,5410
EXP026602,HH026602,8570,6918,1137,4975
EXP026603,HH026603,11474,5384,827,4929
EXP026604,HH026604,8987,2184,2719,3387
EXP026605,HH026605,14980,1663,583,6222
EXP026606,HH026606,2532,3188,616,1842
EXP026607,HH026607,11612,1543,4716,4333
EXP026608,HH026608,9529,5182,3556,732
EXP026609,HH026609,7243,6787,3833,5433
EXP026610,HH026610,13586,4101,1138,1939
EXP026611,HH026611,10593,7250,551,4134
EXP026612,HH026612,5088,4362,2645,2822
EXP026613,HH026613,6427,3145,2587,6568
EXP026614,HH026614,7698,4830,2470,2662
EXP026615,HH026615,3740,4273,281,3077
EXP026616,HH026616,10756,3914,1397,684
EXP026617,HH026617,6298,6922,1014,3137
EXP026618,HH026618,14908,7165,1137,5088
EXP026619,HH026619,11308,5330,81,3208
EXP026620,HH026620,2533,356,189,2011
EXP026621,HH026621,13957,5108,2658,5781
EXP026622,HH026622,7369,6606,3079,2896
EXP026623,HH026623,10521,105,2265,5763
EXP026624,HH026624,4938,3983,2078,2315
EXP026625,HH026625,4010,2150,1964,3423
EXP026626,HH026626,8545,4580,33,3064
EXP026627,HH026627,6021,1517,3639,4332
EXP026628,HH026628,3886,5445,2176,1673
EXP026629,HH026629,2210,1829,3336,5267
EXP026630,HH026630,6677,7974,1953,4419
EXP026631,HH026631,6176,354,159,1704
EXP026632,HH026632,2011,4312,2856,5170
EXP026633,HH026633,6610,5657,1142,3489
EXP026634,HH026634,13922,4332,1227,2638
EXP026635,HH026635,8863,709,2762,3370
EXP026636,HH026636,4757,523,939,3746
EXP026637,HH026637,2413,7870,4299,5485
EXP026638,HH026638,8834,6300,2996,1819
EXP026639,HH026639,11800,7784,4544,5704
EXP026640,HH026640,11152,5326,2289,5321
EXP026641,HH026641,2599,3525,1770,5359
EXP026642,HH026642,4277,4079,2720,5025
EXP026643,HH026643,11885,5096,2700,1406
EXP026644,HH026644,11658,4650,1405,562
EXP026645,HH026645,8754,3887,2403,2339
EXP026646,HH026646,4910,7012,3070,6302
EXP026647,HH026647,7017,5874,1151,2870
EXP026648,HH026648,9970,713,2749,6564
EXP026649,HH026649,4215,6208,161,1691
EXP026650,HH026650,2617,2925,3289,6575
EXP026651,HH026651,4687,7857,3002,2902
EXP026652,HH026652,6684,6400,1243,3101
EXP026653,HH026653,9881,1873,1710,5183
EXP026654,HH026654,8663,1684,3157,6738
EXP026655,HH026655,13404,4627,1954,5134
EXP026656,HH026656,7916,2544,1248,742
EXP026657,HH026657,9198,4019,1361,1398
EXP026658,HH026658,11422,6869,4918,4280
EXP026659,HH026659,8421,5630,1402,3479
EXP026660,HH026660,14539,7418,139,6315
EXP026661,HH026661,13979,4209,2036,1391
EXP026662,HH026662,5522,5714,2699,5847
EXP026663,HH026663,13465,5902,1543,4456
EXP026664,HH026664,13163,4559,18,5213
EXP026665,HH026665,6939,966,2650,2787
EXP026666,HH026666,9391,1832,2643,3932
EXP026667,HH026667,11238,1170,1333,4561
EXP026668,HH026668,13841,7798,1843,1271
EXP026669,HH026669,3990,3186,3721,3814
EXP026670,HH026670,2791,2358,1743,5143
EXP026671,HH026671,2915,5129,4292,5159
EXP026672,HH026672,13126,7322,527,4713
EXP026673,HH026673,12362,2915,2965,1648
EXP026674,HH026674,4573,7646,471,994
EXP026675,HH026675,5002,4930,3997,6716
EXP026676,HH026676,2290,6949,3384,3456
EXP026677,HH026677,7184,6545,3442,1122
EXP026678,HH026678,3159,6831,2175,2206
EXP026679,HH026679,9763,5313,3802,5235
EXP026680,HH026680,3322,2276,2174,5215
EXP026681,HH026681,5791,168,1358,769
EXP026682,HH026682,9716,1536,2581,735
EXP026683,HH026683,13580,1483,2740,1150
EXP026684,HH026684,12306,5987,170,3375
EXP026685,HH026685,13282,7822,4804,5865
EXP026686,HH026686,10535,4420,4307,3114
EXP026687,HH026687,13890,5746,1692,5253
EXP026688,HH026688,13696,91,4620,3349
EXP026689,HH026689,3597,6788,1968,6578
EXP026690,HH026690,7180,225,1623,2867
EXP026691,HH026691,7607,2790,1472,4488
EXP026692,HH026692,6072,139,3111,2061
EXP026693,HH026693,8043,5262,2180,632
EXP026694,HH026694,6811,6744,66,5631
EXP026695,HH026695,2307,7761,2192,2651
EXP026696,HH026696,5652,6603,2110,6095
EXP026697,HH026697,3543,3568,274,920
EXP026698,HH026698,7118,4428,4644,3690
EXP026699,HH026699,11491,7093,3899,1741
EXP026700,HH026700,14640,4582,1993,2767
EXP026701,HH026701,8109,192,3969,4554
EXP026702,HH026702,3511,7289,3536,626
EXP026703,HH026703,11475,4297,3987,6138
EXP026704,HH026704,12237,1531,1877,6058
EXP026705,HH026705,10353,7031,2804,2535
EXP026706,HH026706,6409,6575,4218,659
EXP026707,HH026707,7233,2302,4599,1194
EXP026708,HH026708,7365,2946,3414,4403
EXP026709,HH026709,4961,6941,3034,6255
EXP026710,HH026710,5471,8,3408,6869
EXP026711,HH026711,2562,5134,4808,1114
EXP026712,HH026712,7644,6844,3887,6639
EXP026713,HH026713,11210,707,2247,6453
EXP026714,HH026714,13995,6804,4856,5023
EXP026715,HH026715,10510,2527,2486,6051
EXP026716,HH026716,3992,5491,1902,2670
EXP026717,HH026717,13837,2257,231,2737
EXP026718,HH026718,7421,7445,86,2292
EXP026719,HH026719,7599,7291,945,4143
EXP026720,HH026720,6589,2451,3479,526
EXP026721,HH026721,2343,4877,2441,5180
EXP026722,HH026722,14931,1107,1871,4005
EXP026723,HH026723,11696,3423,1417,3301
EXP026724,HH026724,9124,6763,3490,1603
EXP026725,HH026725,13882,7305,2396,1911
EXP026726,HH026726,12462,1612,4783,5612
EXP026727,HH026727,12998,4296,3655,5347
EXP026728,HH026728,11719,3349,4599,1397
EXP026729,HH026729,6597,3913,3455,2369
EXP026730,HH026730,13697,4467,3919,3037
EXP026731,HH026731,10658,1426,2169,5619
EXP026732,HH026732,5303,2027,3128,1286
EXP026733,HH026733,4194,790,3504,556
EXP026734,HH026734,9067,1943,94,5127
EXP026735,HH026735,6155,4582,1678,4875
EXP026736,HH026736,14451,7963,509,4725
EXP026737,HH026737,3507,2631,1309,3377
EXP026738,HH026738,2291,3970,710,6628
EXP026739,HH026739,14789,1370,2093,2516
EXP026740,HH026740,11951,7065,2913,1694
EXP026741,HH026741,5796,1232,2659,3310
EXP026742,HH026742,4415,220,3938,6073
EXP026743,HH026743,2683,7324,2230,4138
EXP026744,HH026744,8701,3883,2674,2149
EXP026745,HH026745,3088,5370,1955,4423
EXP026746,HH026746,3185,6810,141,6450
EXP026747,HH026747,10124,3650,4078,5374
EXP026748,HH026748,3373,7676,4364,6197
EXP026749,HH026749,12608,3040,31,1563
EXP026750,HH026750,4996,6630,4811,3380
EXP026751,HH026751,9853,5809,2295,2442
EXP026752,HH026752,8398,913,3401,3093
EXP026753,HH026753,2346,5773,2555,5889
EXP026754,HH026754,11162,4783,1789,4555
EXP026755,HH026755,9478,717,4298,4223
EXP026756,HH026756,4466,658,4029,2448
EXP026757,HH026757,7896,6644,1973,6278
EXP026758,HH026758,7208,7243,1812,2618
EXP026759,HH026759,13198,3464,864,3454
EXP026760,HH026760,6549,404,4168,2052
EXP026761,HH026761,4957,6009,2026,5574
EXP026762,HH026762,8246,5155,729,5718
EXP026763,HH026763,5182,5507,2591,3729
EXP026764,HH026764,11278,7460,531,807
EXP026765,HH026765,14863,2655,2035,3466
EXP026766,HH026766,10256,1485,4739,1429
EXP026767,HH026767,13899,5424,4959,4675
EXP026768,HH026768,5968,368,926,6701
EXP026769,HH026769,7243,7379,1772,4557
EXP026770,HH026770,6427,3623,4111,3365
EXP026771,HH026771,6964,5794,1544,1231
EXP026772,HH026772,3780,5575,3798,1719
EXP026773,HH026773,4023,1263,4836,5545
EXP026774,HH026774,9436,3937,4045,2649
EXP026775,HH026775,8461,896,2721,4021
EXP026776,HH026776,9866,4299,657,1216
EXP026777,HH026777,2819,6328,2285,1226
EXP026778,HH026778,8703,4820,100,2049
EXP026779,HH026779,14562,7573,3157,4163
EXP026780,HH026780,3388,6530,580,4395
EXP026781,HH026781,14106,2764,156,3685
EXP026782,HH026782,4606,1602,2581,623
EXP026783,HH026783,14096,5772,2839,4732
EXP026784,HH026784,4756,4528,643,5101
EXP026785,HH026785,14977,283,862,1624
EXP026786,HH026786,3081,7064,4711,6606
EXP026787,HH026787,5140,1871,4533,1272
EXP026788,HH026788,13512,5292,4426,1527
EXP026789,HH026789,3982,6441,3714,5304
EXP026790,HH026790,13253,841,4886,4829
EXP026791,HH026791,4561,6650,3478,1295
EXP026792,HH026792,11325,6753,3359,6553
EXP026793,HH026793,2456,7265,3946,2194
EXP026794,HH026794,5520,5458,3405,4024
EXP026795,HH026795,7226,2672,743,4707
EXP026796,HH026796,10222,1206,3097,3858
EXP026797,HH026797,5243,6484,976,4299
EXP026798,HH026798,6614,7659,1262,4639
EXP026799,HH026799,6066,121,284,5846
EXP026800,HH026800,11121,843,743,1515
EXP026801,HH026801,2091,712,3003,923
EXP026802,HH026802,6276,2168,2555,3015
EXP026803,HH026803,8262,5383,864,3616
EXP026804,HH026804,11882,5822,4206,4785
EXP026805,HH026805,2049,16,2752,3374
EXP026806,HH026806,10658,261,3620,2782
EXP026807,HH026807,9888,5022,750,3072
EXP026808,HH026808,6976,7034,198,5379
EXP026809,HH026809,14348,4697,1131,5906
EXP026810,HH026810,10961,6387,4012,6227
EXP026811,HH026811,13138,5825,3719,4989
EXP026812,HH026812,11881,2079,2261,6957
EXP026813,HH026813,11724,3616,683,4018
EXP026814,HH026814,5485,1959,4410,5763
EXP026815,HH026815,7302,3315,3578,6387
EXP026816,HH026816,9693,3049,1077,5467
EXP026817,HH026817,13014,7258,1704,858
EXP026818,HH026818,10883,3852,443,5177
EXP026819,HH026819,3191,771,1352,6517
EXP026820,HH026820,8563,2081,4435,2527
EXP026821,HH026821,11401,5213,969,3531
EXP026822,HH026822,14758,7524,987,1094
EXP026823,HH026823,9735,5551,947,5664
EXP026824,HH026824,8545,6170,1116,6326
EXP026825,HH026825,11936,2587,917,3528
EXP026826,HH026826,7374,4764,3279,3663
EXP026827,HH026827,9319,5565,2229,5301
EXP026828,HH026828,4800,4190,2715,6309
EXP026829,HH026829,6528,6464,3662,4915
EXP026830,HH026830,13509,7341,3649,6294
EXP026831,HH026831,8195,1763,3511,6978
EXP026832,HH026832,3561,3540,1455,629
EXP026833,HH026833,8396,6487,3616,3746
EXP026834,HH026834,13967,1512,1096,3118
EXP026835,HH026835,6938,2406,4636,5031
EXP026836,HH026836,5014,6235,558,5187
EXP026837,HH026837,2133,6052,1022,503
EXP026838,HH026838,6810,3346,21,1385
EXP026839,HH026839,6913,5991,2357,3176
EXP026840,HH026840,5856,5373,723,6757
EXP026841,HH026841,7854,5282,148,2193
EXP026842,HH026842,3928,5053,3632,6757
EXP026843,HH026843,2983,6751,267,6920
EXP026844,HH026844,13778,7527,1777,6333
EXP026845,HH026845,9402,5752,4240,4364
EXP026846,HH026846,5460,4215,303,6324
EXP026847,HH026847,3905,5821,4882,4625
EXP026848,HH026848,9831,2635,764,1553
EXP026849,HH026849,7118,1127,3337,753
EXP026850,HH026850,6941,4504,498,6214
EXP026851,HH026851,9599,542,1057,2965
EXP026852,HH026852,13577,7282,3920,5046
EXP026853,HH026853,3927,3310,2959,3363
EXP026854,HH026854,9984,6461,2434,1775
EXP026855,HH026855,10937,1212,429,5055
EXP026856,HH026856,9931,2052,4725,5817
EXP026857,HH026857,3526,7899,2698,5133
EXP026858,HH026858,3949,6161,963,4783
EXP026859,HH026859,9357,6399,3753,2392
EXP026860,HH026860,6354,3715,2611,4754
EXP026861,HH026861,9615,5906,4538,1889
EXP026862,HH026862,5725,4318,2096,5778
EXP026863,HH026863,4528,2037,2762,1973
EXP026864,HH026864,13848,4087,3738,6953
EXP026865,HH026865,4782,4941,1967,1299
EXP026866,HH026866,7945,2990,3325,505
EXP026867,HH026867,13624,2225,2368,6140
EXP026868,HH026868,9386,4265,694,5231
EXP026869,HH026869,13738,7386,4115,4468
EXP026870,HH026870,8959,2618,4883,5948
EXP026871,HH026871,11258,6371,2165,4192
EXP026872,HH026872,2680,2001,2855,6728
EXP026873,HH026873,4731,4951,2032,4827
EXP026874,HH026874,11084,580,4137,743
EXP026875,HH026875,12915,6823,4771,3188
EXP026876,HH026876,13362,7698,3029,3714
EXP026877,HH026877,12268,3226,1954,2404
EXP026878,HH026878,5886,4293,3756,3925
EXP026879,HH026879,9080,835,3934,608
EXP026880,HH026880,9636,6528,1381,1293
EXP026881,HH026881,13156,3940,1282,1104
EXP026882,HH026882,13028,4770,1943,4290
EXP026883,HH026883,10322,4530,301,2042
EXP026884,HH026884,2486,1897,3403,4105
EXP026885,HH026885,12824,7102,4006,6684
EXP026886,HH026886,12495,144,4693,5216
EXP026887,HH026887,14680,1011,2947,3688
EXP026888,HH026888,4445,4194,4259,3230
EXP026889,HH026889,10935,7297,1009,3761
EXP026890,HH026890,2706,600,1284,3568
EXP026891,HH026891,2998,5158,4677,4771
EXP026892,HH026892,11279,6081,4993,5805
EXP026893,HH026893,3185,7449,3479,1560
EXP026894,HH026894,10285,268,3186,4899
EXP026895,HH026895,10325,2213,2030,6680
EXP026896,HH026896,12209,1285,2247,6515
EXP026897,HH026897,10342,2371,4375,3043
EXP026898,HH026898,13592,5796,3456,1869
EXP026899,HH026899,8061,140,2036,6555
EXP026900,HH026900,5028,359,2068,5597
EXP026901,HH026901,6985,2683,210,1993
EXP026902,HH026902,6124,955,1445,2919
EXP026903,HH026903,10948,197,2584,730
EXP026904,HH026904,10655,6958,2777,1525
EXP026905,HH026905,3211,994,2291,6775
EXP026906,HH026906,12633,7451,161,2523
EXP026907,HH026907,2862,89,2924,4185
EXP026908,HH026908,13781,5716,470,4116
EXP026909,HH026909,14143,4295,2737,4306
EXP026910,HH026910,4469,3749,3103,2250
EXP026911,HH026911,14801,3994,4707,2093
EXP026912,HH026912,11688,7594,2088,5378
EXP026913,HH026913,9297,2080,990,1492
EXP026914,HH026914,11503,6689,3237,2229
EXP026915,HH026915,5472,4090,1166,6506
EXP026916,HH026916,4981,5391,3840,6246
EXP026917,HH026917,8057,5537,4594,3770
EXP026918,HH026918,13959,1135,3398,3766
EXP026919,HH026919,5921,6943,4290,2871
EXP026920,HH026920,8056,6701,2586,4277
EXP026921,HH026921,4397,6250,3700,6985
EXP026922,HH026922,4939,943,809,4017
EXP026923,HH026923,7875,4864,4846,3548
EXP026924,HH026924,8006,2606,1618,2398
EXP026925,HH026925,14715,494,3861,4061
EXP026926,HH026926,6100,1032,1212,4554
EXP026927,HH026927,13593,2678,298,658
EXP026928,HH026928,11079,2183,640,1201
EXP026929,HH026929,3759,4626,433,4089
EXP026930,HH026930,12637,1472,3795,5772
EXP026931,HH026931,5750,1584,2833,514
EXP026932,HH026932,3640,593,3438,3679
EXP026933,HH026933,9702,7500,2952,5634
EXP026934,HH026934,7379,4816,709,3320
EXP026935,HH026935,13737,6517,3008,4161
EXP026936,HH026936,14324,7170,3829,4272
